The data derives from a field experiment, where soil received two types of rain manipulation.
Treat1 was an old treatment, which happened several years ago before sampling. “X” means an extreme drought, and “C” is the control. 
Treat2 is a constant treatment, where from “W1” to “W4” an increasing drought stress is applied.
All treatments are done in 6 parallels, named as “Blocks”. So altogether there are 2*4*6=48 samples.
The data itself contains the result of amplicon sequencing based on bacterial barcode, the 16S rRNA gene sequences. The columns are the OTU (Operational Taxonomic Units) names. The values are percentages of sequences belonging to the given OTU from all the sequences from a given sample. So, sum of sequences of every sample is always 100%
The scientific question is the following: is there any effect of the treatments on the bacterial community composition? It is also important to check if the parallels are designed in a correct way, thus parallels have no effect on community composition.
To answer this question, please do the followings:
1, Import the data file to R.
2, Decide whether a standardisation is needed, and write down your arguments!
3, Perform an ordination to visualize nicely the relations of all the samples on a 2-dimensional scatterplot.
(a) First decide, what kind of ordination method you would like to use and write down your arguments.
(b) Perform the ordination itself.
(c) Prepare a nice 2-dimensional scatterplot using ggplot. Use shapes colours and hulls/ellipses for the different treatments! Don’t forget to evaluate the goodness of the ordinations and add those numbers to the figures/scatterplots, which describe the goodness of the ordinations.
4, Finally test, if there is any significant difference among the samples based on the first and second treatments or among the parallels (blocks).
Include all these results in your report with adequate explanations!

The data:
Block	Treat1	Treat2	CL000001	CL000002	CL000003	CL000004	CL000005	CL000006	CL000007	CL000008	CL000009	CL000010	CL000011	CL000012	CL000013	CL000014	CL000015	CL000016	CL000017	CL000018	CL000019	CL000020	CL000021	CL000022	CL000023	CL000024	CL000025	CL000026	CL000027	CL000028	CL000029	CL000030	CL000031	CL000032	CL000033	CL000034	CL000035	CL000036	CL000037	CL000038	CL000039	CL000040	CL000041	CL000042	CL000043	CL000044	CL000045	CL000046	CL000047	CL000048	CL000049	CL000050	CL000051	CL000052	CL000053	CL000054	CL000055	CL000056	CL000057	CL000058	CL000059	CL000060	CL000061	CL000062	CL000063	CL000064	CL000065	CL000066	CL000067	CL000068	CL000069	CL000070	CL000071	CL000072	CL000073	CL000074	CL000075	CL000076	CL000077	CL000078	CL000079	CL000080	CL000081	CL000082	CL000083	CL000084	CL000085	CL000086	CL000087	CL000088	CL000089	CL000090	CL000091	CL000092	CL000093	CL000094	CL000095	CL000096	CL000097	CL000098	CL000099	CL000100	CL000101	CL000102	CL000103	CL000104	CL000105	CL000106	CL000107	CL000108	CL000109	CL000110	CL000111	CL000112	CL000113	CL000114	CL000115	CL000116	CL000117	CL000118	CL000119	CL000120	CL000121	CL000122	CL000123	CL000124	CL000125	CL000126	CL000127	CL000128	CL000129	CL000130	CL000131	CL000132	CL000133	CL000134	CL000135	CL000136	CL000137	CL000138	CL000139	CL000140	CL000141	CL000142	CL000143	CL000144	CL000145	CL000146	CL000147	CL000148	CL000149	CL000150	CL000151	CL000152	CL000153	CL000154	CL000155	CL000156	CL000157	CL000158	CL000159	CL000161	CL000162	CL000163	CL000164	CL000165	CL000166	CL000167	CL000168	CL000169	CL000170	CL000171	CL000172	CL000173	CL000174	CL000175	CL000176	CL000177	CL000178	CL000179	CL000180	CL000181	CL000182	CL000183	CL000184	CL000185	CL000186	CL000187	CL000188	CL000189	CL000190	CL000191	CL000192	CL000193	CL000194	CL000195	CL000196	CL000197	CL000198	CL000199	CL000200	CL000201	CL000202	CL000203	CL000204	CL000205	CL000206	CL000207	CL000208	CL000209	CL000210	CL000211	CL000212	CL000213	CL000214	CL000215	CL000216	CL000217	CL000218	CL000219	CL000220	CL000221	CL000222	CL000223	CL000224	CL000225	CL000226	CL000227	CL000228	CL000229	CL000230	CL000231	CL000232	CL000233	CL000234	CL000235	CL000236	CL000237	CL000238	CL000239	CL000240	CL000241	CL000242	CL000243	CL000244	CL000245	CL000246	CL000247	CL000248	CL000249	CL000250	CL000251	CL000252	CL000253	CL000254	CL000255	CL000256	CL000257	CL000258	CL000259	CL000260	CL000261	CL000262	CL000263	CL000264	CL000265	CL000266	CL000267	CL000268	CL000269	CL000270	CL000271	CL000272	CL000273	CL000274	CL000275	CL000276	CL000277	CL000278	CL000279	CL000280	CL000281	CL000282	CL000283	CL000284	CL000285	CL000286	CL000287	CL000288	CL000289	CL000290	CL000291	CL000292	CL000293	CL000294	CL000295	CL000296	CL000297	CL000298	CL000299	CL000300	CL000301	CL000302	CL000303	CL000304	CL000305	CL000306	CL000307	CL000308	CL000309	CL000310	CL000311	CL000312	CL000313	CL000314	CL000315	CL000316	CL000317	CL000318	CL000319	CL000320	CL000321	CL000322	CL000323	CL000324	CL000325	CL000326	CL000327	CL000328	CL000329	CL000330	CL000331	CL000332	CL000333	CL000334	CL000335	CL000336	CL000337	CL000338	CL000339	CL000340	CL000341	CL000342	CL000343	CL000344	CL000345	CL000346	CL000347	CL000348	CL000349	CL000350	CL000351	CL000352	CL000353	CL000354	CL000355	CL000356	CL000357	CL000358	CL000359	CL000360	CL000361	CL000362	CL000363	CL000364	CL000365	CL000366	CL000367	CL000368	CL000369	CL000370	CL000371	CL000372	CL000373	CL000374	CL000375	CL000376	CL000377	CL000378	CL000379	CL000380	CL000381	CL000382	CL000383	CL000384	CL000385	CL000386	CL000387	CL000388	CL000389	CL000390	CL000391	CL000392	CL000393	CL000394	CL000395	CL000396	CL000397	CL000398	CL000399	CL000400	CL000401	CL000402	CL000403	CL000404	CL000405	CL000406	CL000407	CL000408	CL000409	CL000410	CL000411	CL000412	CL000413	CL000414	CL000415	CL000416	CL000417	CL000418	CL000419	CL000420	CL000421	CL000422	CL000423	CL000424	CL000425	CL000426	CL000427	CL000428	CL000429	CL000430	CL000431	CL000432	CL000433	CL000434	CL000435	CL000436	CL000437	CL000438	CL000439	CL000440	CL000441	CL000442	CL000443	CL000444	CL000445	CL000446	CL000447	CL000448	CL000449	CL000450	CL000451	CL000452	CL000453	CL000454	CL000455	CL000456	CL000457	CL000458	CL000459	CL000460	CL000461	CL000462	CL000463	CL000464	CL000465	CL000466	CL000467	CL000468	CL000469	CL000470	CL000471	CL000472	CL000473	CL000474	CL000475	CL000476	CL000477	CL000478	CL000479	CL000480	CL000481	CL000482	CL000483	CL000484	CL000485	CL000486	CL000487	CL000488	CL000489	CL000490	CL000491	CL000492	CL000493	CL000494	CL000495	CL000496	CL000497	CL000498	CL000499	CL000500	CL000501	
S01	2	C	W3	3.5	3	1.8	1.8	3.5	1.3	1.5	1.3	2	0.7	0.7	0.9	0.9	0.9	0.6	0.8	0.7	0.6	0.9	0.8	0.3	0.7	0.6	0.4	1	0.6	0	0.5	0.5	0.5	0.7	0.6	0.5	0.4	0.4	0.7	0.5	0	0.4	0.5	0.5	0.4	0.7	0.5	0.6	0.2	0.5	0.4	0.3	0.6	0.5	0.3	0.3	0.9	0.3	0.5	0.7	0.4	0.6	0	0.3	0.1	0.4	0.5	0.4	0.1	0.2	0.3	0.6	0.4	0.2	0.6	0.4	0.2	0.2	0.4	0.3	0.2	0.1	0.3	0.3	0.2	0.3	0.3	0.2	0.2	0.3	0.3	0	0.3	0.2	0.1	0.2	0.2	0.3	0.3	0.3	0.2	0.2	0.2	0.3	0.2	0.2	0.2	0.2	0.3	0.4	0.3	0.1	0.2	0.1	0.3	0.2	0.2	0.2	0.2	0.2	0.2	0.4	0.2	0.1	0.2	0.1	0.2	0.4	0.2	0.2	0.3	0.1	0.1	0.2	0.4	0.2	0.2	0.2	0.3	0.5	0	0.2	0.3	0.5	0.2	0.1	0.2	0.3	0	0.2	0	0.1	0.2	0.2	0.2	0.3	0.1	0.2	0.1	0.3	0.1	0.1	0.2	0.3	0.2	0.1	0	0.2	0	0.2	0.2	0.1	0.1	0.2	0.1	0.3	0.2	0.2	0.2	0.1	0	0.3	0.1	0.2	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.2	0.1	0.1	0.1	0.2	0.1	0.2	0.2	0.1	0.1	0.2	0.2	0.1	0.1	0.2	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.2	0.1	0.2	0.2	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.2	0.2	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0	0.2	0	0.1	0	0	0	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0	0	0.1	0.1	0	0	0.1	0.2	0	0.1	0.1	0.2	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.3	0.3	0	0	0	0	0.1	0	0	0.2	0.1	0.1	0.1	0.1	0.2	0.1	0	0	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0	0.1	0.1	0	0	0.1	0	0.1	0	0	0.2	0.1	0.2	0.1	0.1	0	0	0.2	0.1	0	0.1	0.1	0	0.1	0	0	0.2	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0	0.1	0.1	0.1	0.1	0.1	0	0	0	0.2	0.1	0.1	0	0	0	0.1	0.1	0	0.1	0.1	0.1	0	0.1	0.1	0.1	0	0	0.1	0	0.1	0	0	0	0	0	0	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0	0	0	0.1	0	0	0.1	0	0.1	0	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.1
S02	6	X	W2	3	3.6	2.9	1.8	0	0.6	1.6	0.7	0.5	1.3	0.9	1.2	0.7	0.7	0.7	0.8	0.9	0.8	0.7	0.9	0.5	0.5	0.5	0.5	0.7	0.9	0.9	0.4	0.8	0.4	0.5	0.8	0.6	0.7	0.8	0.5	0.3	1	0.3	0.3	0.6	0.4	0.5	0.4	0.7	0.6	0.5	0.4	0.2	0.4	0.4	0.5	0.5	0.5	0.3	0.3	0.3	0.4	0.3	1.9	0.3	0.4	0.3	0.4	0.4	0.2	0.3	0.4	0.3	0.5	0.2	0	0.3	0.3	0.2	0.2	0.4	0.3	0.3	0.3	0.2	0.2	0.4	0.3	0.3	0.2	0.3	0.2	0.6	0.4	0.3	0.2	0.4	0.2	0.3	0.2	0.2	0.4	0.1	0.2	0.2	0.4	0	0.1	0.3	0.1	0.1	0.2	0.4	0.2	0.2	0.2	0.1	0.2	0.2	0.1	0.2	0.2	0.3	0.2	0.2	0.1	0.3	0.2	0.1	0.1	0.2	0.4	0.1	0.1	0.2	0.4	0.1	0.2	0.2	0.3	0	0.3	0.2	0.1	0.2	0.1	0.1	0.2	0.1	0.2	0.1	0.2	0.1	0.3	0.1	0.2	0.1	0.1	0.2	0.1	0.4	0.1	0.2	0.2	0.2	0.3	0.2	0.1	0.3	0.1	0.1	0.1	0.2	0.2	0.1	0.2	0	0.2	0.2	0.1	0.1	0.1	0.3	0.1	0.1	0.1	0.1	0.3	0.1	0.3	0.1	0.2	0.2	0.1	0.1	0.2	0.1	0.1	0.2	0.2	0.2	0.2	0.1	0.2	0	0.1	0.2	0.2	0.2	0	0.2	0.1	0.1	0	0.1	0.2	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.2	0.2	0.1	0.2	0.2	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.2	0.2	0	0.1	0.2	0	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0	0.7	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.3	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.2	0	0	0.1	0.2	0.1	0.1	0.1	0.3	0.1	0	0.1	0.1	0.1	0.1	0.1	0.3	0	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0	0.1	0	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0	0	0.1	0.1	0	0.1	0	0.1	0.1	0.2	0.1	0.1	0.2	0	0	0.1	0.1	0.1	0.1	0	0.2	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0	0	0	0	0.2	0.1	0.1	0	0.1	0.1	0	0.1	0.1	0.1	0	0.1	0	0	0	0	0	0.1	0	0.1	0	0	0.1	0.1	0.2	0	0	0.1	0	0	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0	0.1	0	0.1	0	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0	0	0.1	0	0.1	0	0	0	0	0	0.1	0.1	0.1	0	0.1	0.1	0.1	0	0.1	0.1	0	0.1	0	0.1	0.1	0.1	0.1	0.1	0	0.1	0	0.1	0	0.1	0	0	0.1	0	0	0.1	0	0	0	0	0.1	0.1	0	0	0	0	0	0	0	0.1	0.1	0	0	0.1	0.1	0	0	0.1	0.1	0.1	0	0.1	0	0.1	0	0	0.1	0.1	0	0	0.1	0.1
S03	6	X	W1	3.2	3.4	3	2.2	0.1	1.1	1.1	1	1.2	1.2	0.7	1.1	1	0.7	0.6	0.9	0.6	0.6	0.8	0.7	0.8	0.4	0.7	0.4	0.5	0.6	0.2	0.5	0.8	0.7	0.7	0.5	0.5	0.7	0.7	0.7	0.2	1	0.5	0.5	0.4	0.7	0.4	0.5	0.5	0.5	0.5	0.3	0.4	0.3	0.4	0.5	0.2	0.3	0.5	0.2	0.6	0.5	0.4	2.9	0.4	0.2	0.4	0.1	0.3	1.4	0.2	0.4	0.4	0.4	0.2	0	0.2	0.3	0.2	0.3	0.4	0.2	0.2	0.5	0.2	0.2	0.3	0.3	0.1	0.2	0.3	0.2	0.4	0.3	0.2	0.3	0.3	0.2	0.2	0.3	0.1	0.1	0.1	0.2	0.3	0.2	0.1	0.2	0.2	0.5	0.1	0.1	0.2	0.3	0.2	0.3	0.3	0.3	0.1	0.1	0.1	0.3	0.2	0.2	0.2	0.2	0.2	0.1	0.2	0.1	0.2	0.2	0.3	0	0.2	0.4	0.1	0.1	0.2	0.2	0	0.2	0.1	0.1	0.3	0.1	0	0.1	0.1	0.3	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.2	0.1	0.3	0.1	0.1	0.2	0.1	0	0.1	0.2	0.2	0.1	0.2	0.2	0	0.1	0.1	0.2	0.1	0.1	0.5	0.2	0.2	0.2	0.2	0.1	0.2	0.1	0.1	0.1	0.2	0.1	0.2	0.2	0.1	0.1	0.2	0.1	0.1	0.2	0.2	0.2	0.1	0	0.2	0.2	0.1	0	0.2	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.2	0.1	0.1	0.1	0.2	0.1	0.1	0	0.1	0.1	0.2	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.5	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.3	0.1	0	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.2	0	0.2	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.2	0.2	0.1	0.1	0.1	0.1	0.1	0	0.1	0	0.2	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0.1	0.1	0	0.1	0.1	0.1	0.2	0	0.1	0.1	0.1	0.1	0	0	0.1	0	0	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0	0.1	0.1	0.1	0	0.1	0	0.1	0	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0	0.1	0.1	0	0.2	0	0	0.2	0.1	0	0.1	0.5	0.1	0	0	0.2	0.1	0	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.2	0.1	0	0	0	0.1	0.1	0	0	0.1	0	0.1	0	0	0.1	0	0	0	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0	0	0
S04	5	C	W1	2.5	2.8	3.7	2.4	2.2	2.3	1.5	1.6	1.7	1.1	0.8	0.7	1.1	0.6	0.5	0.8	0.4	0.5	0.6	0.9	0.6	0.7	0.5	0.7	0.6	0.6	0.1	0.7	0.7	0.5	0.4	0.4	0.3	0.4	0.6	0.6	0.2	0.5	0.5	0.9	0.4	0.5	0.3	0.5	0.3	0.5	0.6	0.4	0.3	0.4	0.4	0.5	0.4	0.4	0.5	0.3	0.7	0.3	0.3	0	0.3	0.2	0.5	0	0.3	0.6	0.3	0.3	0.1	0.4	0.2	0	0.2	0.3	0.3	0.1	0.3	0.3	0.1	0.3	0.2	0.3	0.4	0.3	0.2	0.4	0.4	0.3	0.4	0.4	0.3	0.2	0.2	0.1	0.1	0.3	0.3	0.2	0.1	0.2	0.4	0.3	0	0.2	0.2	0.2	0.4	0.1	0.2	0.2	0.2	0.2	0.3	0.2	0.2	0.1	0.3	0.2	0.3	0.2	0.1	0.5	0.2	0.2	0.2	0.1	0.3	0.1	0.2	0.1	0.1	0	0.1	0.2	0.3	0.2	0	0.3	0.3	0.4	0.1	0.2	0.2	0.2	0.1	0.3	0.2	0	0.1	0.1	0.3	0.2	0.2	0.1	0	0.3	0	0.2	0.2	0.2	0.2	0.3	0.3	0.1	0.1	0.2	0.2	0.1	0.1	0.1	0.3	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.2	0.1	0.2	0.1	0.1	0.1	0.2	0.1	0.2	0.1	0.1	0.1	0	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.2	0	0.1	0	0.2	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.2	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0	0.1	0.1	0	0.1	0.1	0	0.1	0.1	0	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.2	0.1	0.1	0.1	0	0.1	0.1	0.2	0.1	0.1	0.1	0.2	0.1	0.1	0	0.3	0.1	0	0.1	0	0.1	0.1	0	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.3	0.1	0	0.1	0.2	0.1	0.1	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.3	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0	0.1	0	0.1	0.1	0.1	0	0.1	0	0.2	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0	0.1	0.1	0	0.2	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0	0	0	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.2	0.1	0.1	0	0.1	0	0.1	0	0	0.1	0	0.1	0.4	0	0.1	0	0	0.1	0.1	0.1	0	0	0	0	0	0	0.1	0.2	0	0	0.1	0	0.1	0	0.1	0	0.1	0	0.1	0.1	0.1	0	0.1	0.1	0	0.1	0	0	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0	0.1	0.1	0	0.1	0.1	0.1	0	0.1	0.1	0	0.1	0.1	0	0.1	0	0	0.2	0.1	0	0.1	0.1	0	0	0.1	0.1	0	0	0	0	0.1	0.1	0	0.1	0.1	0.1	0.1	0	0.1	0.1	0	0	0.1
S05	5	C	W3	2.4	3.4	3.2	4.3	2.2	2.1	0.9	1.4	1.5	0.7	0.9	0.9	0.9	0.4	0.5	0.7	0.9	0.5	0.5	0.7	0.5	0.6	0.6	1	0.6	0.6	0	0.6	0.5	0.5	0.6	0.4	0.6	0.6	0.4	0.6	0.5	0.5	0.4	1.1	0.4	0.6	0.3	0.4	0.5	0.5	0.4	0.5	0.4	0.5	0.5	0.8	0.4	0.2	0.3	0.4	0.7	0.4	0.5	0	0.4	0.3	0.4	0.1	0.4	0.1	0.3	0.4	0.2	0.3	0.3	0	0.2	0.3	0.4	0.2	0.2	0.3	0.1	0.3	0.3	0.3	0.1	0.2	0.2	0.2	0.1	0.3	0.5	0.3	0.2	0.2	0.3	0.2	0.3	0.3	0.2	0.1	0.1	0.3	0.2	0.2	0.1	0.1	0.2	0.2	0.5	0.3	0.2	0.3	0.2	0.1	0.1	0.4	0.2	0.3	0.1	0.2	0.3	0.2	0.3	0.3	0.3	0.2	0.1	0.2	0.3	0.1	0.1	0.2	0.1	0.1	0.4	0.3	0.1	0.1	0	0.2	0.3	0.3	0	0.1	0.1	0.3	0.1	0.2	0.2	0	0.2	0.1	0.2	0.1	0.3	0.1	0.1	0.2	0	0.2	0.1	0.1	0.2	0.1	0.3	0.3	0.1	0	0.2	0.1	0.3	0.1	0.3	0.1	0	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.3	0	0.2	0.1	0.2	0.2	0.2	0.1	0.2	0.1	0.1	0.1	0.2	0.1	0.1	0.2	0.1	0.1	0.1	0.1	0.1	0	0.2	0	0.2	0	0.1	0.2	0.2	0.1	0.1	0	0.1	0.1	0.1	0.2	0.1	0.1	0.2	0.1	0	0.1	0.1	0.2	0.1	0.2	0.1	0.1	0.3	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0	0.1	0.1	0	0.1	0.1	0	0.1	0	0	0.1	0.1	0.1	0.2	0.1	0.1	0	0.3	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0.1	0.2	0.1	0	0	0.2	0	0.4	0	0.1	0	0.1	0.1	0.1	0	0.3	0	0.1	0.1	0.1	0.1	0.1	0	0.1	0	0.1	0.1	0	0	0.1	0.1	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0	0.1	0	0.1	0.1	0.2	0.1	0.1	0.1	0.2	0.1	0	0	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0	0.2	0.1	0.1	0	0.1	0.1	0.2	0	0	0.2	0.1	0	0.1	0	0.1	0.1	0	0	0.1	0.1	0.1	0	0.1	0.1	0	0	0.1	0.2	0.1	0	0.1	0	0	0	0	0.1	0	0.1	0.1	0	0.1	0.1	0	0	0	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0.1	0	0.1	0.1	0	0.1	0.1	0.1	0	0.1	0.1	0.2	0.1	0	0	0.1	0.1	0.1	0.1	0	0	0	0	0	0	0.1	0.1	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0.1	0	0	0.1	0.1	0.1	0.1	0	0.1	0.1	0.1	0	0	0	0.1	0	0	0	0	0.1	0.1	0	0	0.1	0	0.1	0	0.1	0	0.1	0.1	0.1	0	0.1	0.2	0.1	0.1	0	0.1	0.1
